beataml_drug_id,chembl_id,target_chembl_id,target_uniprot,target_name,standard_type,standard_value_nM,pIC50,assay_chembl_id
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,13400.0,4.87,CHEMBL636772
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL613834,,SK-BR-3,IC50,31.0,7.51,CHEMBL806403
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL3142,P78527,DNA-dependent protein kinase catalytic subunit,IC50,40000.0,4.4,CHEMBL662174
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL613834,,SK-BR-3,IC50,31.0,7.51,CHEMBL806578
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL3880,P07900,Heat shock protein HSP 90-alpha,IC50,1270.0,5.9,CHEMBL832973
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,1270.0,5.9,CHEMBL863358
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,1540.0,5.81,CHEMBL870734
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,17700.0,4.75,CHEMBL870044
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL394,,HCT-116,IC50,170.0,6.77,CHEMBL870045
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL613508,,DU-145,IC50,68300.0,4.17,CHEMBL911063
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL399,,HeLa,IC50,108200.0,3.97,CHEMBL911064
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,7.0,8.15,CHEMBL904863
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,700.0,6.15,CHEMBL904865
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,20.0,7.7,CHEMBL904860
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL387,,MCF7,IC50,10.0,8.0,CHEMBL904864
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL614529,,BT-474,IC50,10.0,8.0,CHEMBL904866
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,50000.0,4.3,CHEMBL904868
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,1000.0,6.0,CHEMBL904867
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL614883,,RPTEC,IC50,100.0,7.0,CHEMBL904861
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL384,,HT-29,IC50,2.0,8.7,CHEMBL904862
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL614883,,RPTEC,IC50,50000.0,4.3,CHEMBL904869
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL614883,,RPTEC,IC50,10000.0,5.0,CHEMBL904870
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,1270.0,5.9,CHEMBL943064
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL613834,,SK-BR-3,IC50,33.0,7.48,CHEMBL1021923
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL4303,P08238,Heat shock protein HSP 90-beta,Kd,1300.0,5.89,CHEMBL1021924
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL613834,,SK-BR-3,IC50,27.0,7.57,CHEMBL972976
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL3880,P07900,Heat shock protein HSP 90-alpha,Kd,200.0,6.7,CHEMBL1028139
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,Kd,240.0,6.62,CHEMBL1028140
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL3880,P07900,Heat shock protein HSP 90-alpha,Kd,760.0,6.12,CHEMBL1015016
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL3880,P07900,Heat shock protein HSP 90-alpha,Kd,160.0,6.8,CHEMBL1015017
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL613834,,SK-BR-3,IC50,44.0,7.36,CHEMBL1015018
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL614925,,SK-OV-3,IC50,240.0,6.62,CHEMBL1015019
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL394,,HCT-116,IC50,202.0,6.69,CHEMBL1015020
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL387,,MCF7,IC50,58.0,7.24,CHEMBL1015021
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL612256,,NCI-H596,IC50,1600.0,5.8,CHEMBL1015023
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL613834,,SK-BR-3,IC50,410.0,6.39,CHEMBL1014218
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL387,,MCF7,IC50,662.0,6.18,CHEMBL1014217
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL1824,P04626,Receptor tyrosine-protein kinase erbB-2,IC50,31.0,7.51,CHEMBL1020355
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL4303,P08238,Heat shock protein HSP 90-beta,IC50,33.0,7.48,CHEMBL1020356
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL4303,P08238,Heat shock protein HSP 90-beta,IC50,15.0,7.82,CHEMBL1020361
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL2095165,,Heat shock protein HSP90,IC50,3.0,8.52,CHEMBL1026068
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL613859,,A-375,IC50,1287.0,5.89,CHEMBL1026071
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL612518,,LNCaP,IC50,82.0,7.09,CHEMBL1026072
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL387,,MCF7,IC50,0.3,9.52,CHEMBL1026073
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL384,,HT-29,IC50,0.1,10.0,CHEMBL1026074
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL612262,,SW-620,IC50,328.0,6.48,CHEMBL1026075
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL614922,,SK-MEL-5,IC50,134.0,6.87,CHEMBL1026851
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL390,,PC-3,IC50,9.0,8.05,CHEMBL1026852
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL400,,MDA-MB-231,IC50,194.0,6.71,CHEMBL1026853
17-AAG (Tanespimycin),CHEMBL109480,CHEMBL396,,NCI-H460,IC50,255.0,6.59,CHEMBL1026854
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,IC50,60.0,7.22,CHEMBL909612
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,0.5,9.3,CHEMBL909601
ABT-737,CHEMBL376408,CHEMBL4860,P10415,Apoptosis regulator Bcl-2,Ki,1.0,9.0,CHEMBL909602
ABT-737,CHEMBL376408,CHEMBL4860,P10415,Apoptosis regulator Bcl-2,Ki,1.0,9.0,CHEMBL937576
ABT-737,CHEMBL376408,CHEMBL3817,Q92934,Bcl2-associated agonist of cell death,Ki,0.6,9.22,CHEMBL930242
ABT-737,CHEMBL376408,CHEMBL4860,P10415,Apoptosis regulator Bcl-2,Ki,1.0,9.0,CHEMBL985386
ABT-737,CHEMBL376408,CHEMBL3817,Q92934,Bcl2-associated agonist of cell death,Ki,1.0,9.0,CHEMBL985385
ABT-737,CHEMBL376408,CHEMBL613508,,DU-145,IC50,27600.0,4.56,CHEMBL1055743
ABT-737,CHEMBL376408,CHEMBL387,,MCF7,IC50,21260.0,4.67,CHEMBL1055747
ABT-737,CHEMBL376408,CHEMBL396,,NCI-H460,IC50,8030.0,5.1,CHEMBL1055746
ABT-737,CHEMBL376408,CHEMBL394,,HCT-116,IC50,4060.0,5.39,CHEMBL1055744
ABT-737,CHEMBL376408,CHEMBL397,,Jurkat,IC50,1380.0,5.86,CHEMBL1054990
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,188.4,6.72,CHEMBL1055757
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,IC50,64.0,7.19,CHEMBL1072271
ABT-737,CHEMBL376408,CHEMBL3137283,,Bcl-xL/BAK,IC50,10.0,8.0,CHEMBL1251000
ABT-737,CHEMBL376408,CHEMBL3883286,,Bcl-xL/BAX,IC50,23.0,7.64,CHEMBL1250999
ABT-737,CHEMBL376408,CHEMBL3883285,,Bcl-xL/BH3-interacting domain death agonist,IC50,48.5,7.31,CHEMBL1251001
ABT-737,CHEMBL376408,CHEMBL3883287,,Bcl-xL/Bcl-2-like protein 11,IC50,2.0,8.7,CHEMBL1251002
ABT-737,CHEMBL376408,CHEMBL3883288,,Bcl-xL/Bcl-2-binding component 3,IC50,0.3,9.52,CHEMBL1251003
ABT-737,CHEMBL376408,CHEMBL4860,P10415,Apoptosis regulator Bcl-2,Ki,8.0,8.1,CHEMBL1274438
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,30.0,7.52,CHEMBL1274437
ABT-737,CHEMBL376408,CHEMBL4361,Q07820,Induced myeloid leukemia cell differentiation protein Mcl-1,IC50,1000.0,6.0,CHEMBL1693338
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Kd,0.37,9.43,CHEMBL1693052
ABT-737,CHEMBL376408,CHEMBL4677,Q92843,Bcl-2-like protein 2,IC50,40.0,7.4,CHEMBL1693159
ABT-737,CHEMBL376408,CHEMBL4860,P10415,Apoptosis regulator Bcl-2,IC50,6.1,8.21,CHEMBL1693055
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,IC50,3.0,8.52,CHEMBL1693053
ABT-737,CHEMBL376408,CHEMBL6044,Q16548,Bcl-2-related protein A1,Kd,1000.0,6.0,CHEMBL1920921
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,3.4,8.47,CHEMBL1921059
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,1.4,8.85,CHEMBL1921060
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,5.8,8.24,CHEMBL1921061
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,300.0,6.52,CHEMBL1921062
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,160.0,6.8,CHEMBL1921063
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,380.0,6.42,CHEMBL1921064
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,4.5,8.35,CHEMBL1921065
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,73.0,7.14,CHEMBL1921066
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,290.0,6.54,CHEMBL1921067
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,58.0,7.24,CHEMBL1921068
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,190.0,6.72,CHEMBL1921242
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,21.0,7.68,CHEMBL1921243
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,270.0,6.57,CHEMBL1921244
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,1.5,8.82,CHEMBL1921245
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,1.0,9.0,CHEMBL1921246
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,1.0,9.0,CHEMBL1943218
ABT-737,CHEMBL376408,CHEMBL4860,P10415,Apoptosis regulator Bcl-2,Ki,1.0,9.0,CHEMBL1943219
ABT-737,CHEMBL376408,CHEMBL4361,Q07820,Induced myeloid leukemia cell differentiation protein Mcl-1,Ki,100000.0,4.0,CHEMBL1943220
ABT-737,CHEMBL376408,CHEMBL394,,HCT-116,IC50,47700.0,4.32,CHEMBL1943223
ABT-737,CHEMBL376408,CHEMBL614628,,Raji,IC50,93490.0,4.03,CHEMBL1943456
ABT-737,CHEMBL376408,CHEMBL614697,,MDA-MB-435,IC50,122940.0,3.91,CHEMBL1943457
ABT-737,CHEMBL376408,CHEMBL4625,Q07817,Bcl-2-like protein 1,Ki,0.5,9.3,CHEMBL2013888
ABT-737,CHEMBL376408,CHEMBL4860,P10415,Apoptosis regulator Bcl-2,Ki,1.0,9.0,CHEMBL2013887
AST-487,CHEMBL574738,CHEMBL1974,P36888,Receptor-type tyrosine-protein kinase FLT3,Kd,2.3,8.64,CHEMBL1061073
AST-487,CHEMBL574738,CHEMBL1955,P35916,Vascular endothelial growth factor receptor 3,Kd,120.0,6.92,CHEMBL1060246
AST-487,CHEMBL574738,CHEMBL4223,P42685,Tyrosine-protein kinase FRK,Kd,26.0,7.59,CHEMBL1060247
AST-487,CHEMBL574738,CHEMBL2999,O75914,Serine/threonine-protein kinase PAK 3,Kd,10000.0,5.0,CHEMBL1062779
AST-487,CHEMBL574738,CHEMBL5790,Q00537,Cyclin-dependent kinase 17,Kd,15.0,7.82,CHEMBL1051349
AST-487,CHEMBL574738,CHEMBL5316,Q07002,Cyclin-dependent kinase 18,Kd,54.0,7.27,CHEMBL1062782
AST-487,CHEMBL574738,CHEMBL2534,O15530,3-phosphoinositide-dependent protein kinase 1,Kd,10000.0,5.0,CHEMBL1061922
AST-487,CHEMBL574738,CHEMBL6162,O94921,Cyclin-dependent kinase 14,Kd,17.0,7.77,CHEMBL1051350
AST-487,CHEMBL574738,CHEMBL4004,Q16816,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",Kd,10000.0,5.0,CHEMBL1061153
AST-487,CHEMBL574738,CHEMBL5969,Q99755,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,Kd,10000.0,5.0,CHEMBL1061923
AST-487,CHEMBL574738,CHEMBL5667,P78356,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,Kd,10000.0,5.0,CHEMBL1062784
AST-487,CHEMBL574738,CHEMBL4924,Q9UK32,Ribosomal protein S6 kinase alpha-6,Kd,10000.0,5.0,CHEMBL1039275
AST-487,CHEMBL574738,CHEMBL4924,Q9UK32,Ribosomal protein S6 kinase alpha-6,Kd,4600.0,5.34,CHEMBL1061926
AST-487,CHEMBL574738,CHEMBL5426,Q86YV6,Myosin light chain kinase family member 4,Kd,10000.0,5.0,CHEMBL1051352
AST-487,CHEMBL574738,CHEMBL4202,Q9H2G2,STE20-like serine/threonine-protein kinase,Kd,23.0,7.64,CHEMBL1062787
AST-487,CHEMBL574738,CHEMBL279,P35968,Vascular endothelial growth factor receptor 2,Kd,200.0,6.7,CHEMBL1051261
AST-487,CHEMBL574738,CHEMBL5491,P30291,Wee1-like protein kinase,Kd,10000.0,5.0,CHEMBL1061935
AST-487,CHEMBL574738,CHEMBL5405,Q86UX6,Serine/threonine-protein kinase 32C,Kd,10000.0,5.0,CHEMBL1062789
AST-487,CHEMBL574738,CHEMBL2073,P07947,Tyrosine-protein kinase Yes,Kd,260.0,6.59,CHEMBL1051262
AST-487,CHEMBL574738,CHEMBL5552,O00506,Serine/threonine-protein kinase 25,Kd,1200.0,5.92,CHEMBL1051263
AST-487,CHEMBL574738,CHEMBL3886,Q9NYL2,Mitogen-activated protein kinase kinase kinase 20,Kd,2.3,8.64,CHEMBL1051317
AST-487,CHEMBL574738,CHEMBL2803,P43403,Tyrosine-protein kinase ZAP-70,Kd,10000.0,5.0,CHEMBL1061189
AST-487,CHEMBL574738,CHEMBL2918,P22694,cAMP-dependent protein kinase catalytic subunit beta,Kd,260.0,6.59,CHEMBL1039274
AST-487,CHEMBL574738,CHEMBL5818,P51817,cAMP-dependent protein kinase catalytic subunit PRKX,Kd,10000.0,5.0,CHEMBL1061157
AST-487,CHEMBL574738,CHEMBL5469,Q14289,Protein-tyrosine kinase 2-beta,Kd,520.0,6.28,CHEMBL1061158
AST-487,CHEMBL574738,CHEMBL5975,Q9BRS2,Serine/threonine-protein kinase RIO1,Kd,10000.0,5.0,CHEMBL1051258
AST-487,CHEMBL574738,CHEMBL4226,P49761,Dual specificity protein kinase CLK3,Kd,10000.0,5.0,CHEMBL1060240
AST-487,CHEMBL574738,CHEMBL2634,P41240,Tyrosine-protein kinase CSK,Kd,2300.0,5.64,CHEMBL1037547
AST-487,CHEMBL574738,CHEMBL5520,Q8N752,Casein kinase I isoform alpha-like,Kd,10000.0,5.0,CHEMBL1063703
AST-487,CHEMBL574738,CHEMBL2828,P48730,Casein kinase I isoform delta,Kd,2500.0,5.6,CHEMBL1050829
AST-487,CHEMBL574738,CHEMBL4937,P49674,Casein kinase I isoform epsilon,Kd,4000.0,5.4,CHEMBL1050834
AST-487,CHEMBL574738,CHEMBL2543,P78368,Casein kinase I isoform gamma-2,Kd,950.0,6.02,CHEMBL1063704
AST-487,CHEMBL574738,CHEMBL5084,Q9Y6M4,Casein kinase I isoform gamma-3,Kd,97.0,7.01,CHEMBL1051284
AST-487,CHEMBL574738,CHEMBL4128,Q02763,Angiopoietin-1 receptor,Kd,19.0,7.72,CHEMBL1051315
AST-487,CHEMBL574738,CHEMBL5388,Q9UKI8,Serine/threonine-protein kinase tousled-like 1,Kd,10000.0,5.0,CHEMBL1061931
AST-487,CHEMBL574738,CHEMBL5404,Q86UE8,Serine/threonine-protein kinase tousled-like 2,Kd,10000.0,5.0,CHEMBL1061984
AST-487,CHEMBL574738,CHEMBL4527,Q9UKE5,TRAF2 and NCK-interacting protein kinase,Kd,69.0,7.16,CHEMBL1062874
AST-487,CHEMBL574738,CHEMBL4599,Q07912,Activated CDC42 kinase 1,Kd,10000.0,5.0,CHEMBL1051355
AST-487,CHEMBL574738,CHEMBL2815,P04629,High affinity nerve growth factor receptor,Kd,320.0,6.49,CHEMBL1061933
AST-487,CHEMBL574738,CHEMBL4898,Q16620,BDNF/NT-3 growth factors receptor,Kd,190.0,6.72,CHEMBL1062875
AST-487,CHEMBL574738,CHEMBL5608,Q16288,NT-3 growth factor receptor,Kd,34.0,7.47,CHEMBL1041998
AST-487,CHEMBL574738,CHEMBL3983,P33981,Dual specificity protein kinase TTK,Kd,230.0,6.64,CHEMBL1061934
AST-487,CHEMBL574738,CHEMBL4367,P42681,Tyrosine-protein kinase TXK,Kd,10000.0,5.0,CHEMBL1061187
AST-487,CHEMBL574738,CHEMBL3629,P68400,Casein kinase II subunit alpha,Kd,10000.0,5.0,CHEMBL1060241
AST-487,CHEMBL574738,CHEMBL4070,P19784,Casein kinase II subunit alpha',Kd,10000.0,5.0,CHEMBL1061141
AST-487,CHEMBL574738,CHEMBL3123,Q9UIK4,Death-associated protein kinase 2,Kd,10000.0,5.0,CHEMBL1053760
AST-487,CHEMBL574738,CHEMBL2468,O43293,Death-associated protein kinase 3,Kd,2500.0,5.6,CHEMBL1060181
AST-487,CHEMBL574738,CHEMBL3980,O94768,Serine/threonine-protein kinase 17B,Kd,10000.0,5.0,CHEMBL1060189
AST-487,CHEMBL574738,CHEMBL5543,Q9Y463,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,Kd,10000.0,5.0,CHEMBL1060243
AST-487,CHEMBL574738,CHEMBL3385,P27361,Mitogen-activated protein kinase 3,Kd,10000.0,5.0,CHEMBL1037552
AST-487,CHEMBL574738,CHEMBL4040,P28482,Mitogen-activated protein kinase 1,Kd,10000.0,5.0,CHEMBL1063798
AST-487,CHEMBL574738,CHEMBL2850,P49840,Glycogen synthase kinase-3 alpha,Kd,10000.0,5.0,CHEMBL1061900
AST-487,CHEMBL574738,CHEMBL262,P49841,Glycogen synthase kinase-3 beta,Kd,10000.0,5.0,CHEMBL1061074
AST-487,CHEMBL574738,CHEMBL3529,Q14164,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Kd,10000.0,5.0,CHEMBL1050835
AST-487,CHEMBL574738,CHEMBL3553,P29597,Non-receptor tyrosine-protein kinase TYK2,Kd,2100.0,5.68,CHEMBL1061188
AST-487,CHEMBL574738,CHEMBL5314,Q06418,Tyrosine-protein kinase receptor TYRO3,Kd,10000.0,5.0,CHEMBL1051260
AST-487,CHEMBL574738,CHEMBL2276,P45983,Mitogen-activated protein kinase 8,Kd,460.0,6.34,CHEMBL1061076
AST-487,CHEMBL574738,CHEMBL4179,P45984,Mitogen-activated protein kinase 9,Kd,56.0,7.25,CHEMBL1060196
AST-487,CHEMBL574738,CHEMBL3836,P53667,LIM domain kinase 1,Kd,10000.0,5.0,CHEMBL1061902
AST-487,CHEMBL574738,CHEMBL5932,P53671,LIM domain kinase 2,Kd,10000.0,5.0,CHEMBL1063714
AST-487,CHEMBL574738,CHEMBL5606,Q15831,Serine/threonine-protein kinase STK11,Kd,10000.0,5.0,CHEMBL1051288
AST-487,CHEMBL574738,CHEMBL5600,P27448,MAP/microtubule affinity-regulating kinase 3,Kd,10000.0,5.0,CHEMBL1063802
AST-487,CHEMBL574738,CHEMBL3587,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,Kd,10000.0,5.0,CHEMBL1061906
AST-487,CHEMBL574738,CHEMBL2964,P36507,Dual specificity mitogen-activated protein kinase kinase 2,Kd,10000.0,5.0,CHEMBL1061079
AST-487,CHEMBL574738,CHEMBL2109,P46734,Dual specificity mitogen-activated protein kinase kinase 3,Kd,10000.0,5.0,CHEMBL1060250
AST-487,CHEMBL574738,CHEMBL4578,Q14680,Maternal embryonic leucine zipper kinase,Kd,830.0,6.08,CHEMBL1063803
AST-487,CHEMBL574738,CHEMBL4718,Q9BUB5,MAP kinase-interacting serine/threonine-protein kinase 1,Kd,26.0,7.59,CHEMBL1063804
AST-487,CHEMBL574738,CHEMBL3830,Q2M2I8,AP2-associated protein kinase 1,Kd,10000.0,5.0,CHEMBL1037546
AST-487,CHEMBL574738,CHEMBL1862,P00519,Tyrosine-protein kinase ABL1,Kd,5.6,8.25,CHEMBL1061129
AST-487,CHEMBL574738,CHEMBL1862,P00519,Tyrosine-protein kinase ABL1,Kd,35.0,7.46,CHEMBL1063789
AST-487,CHEMBL574738,CHEMBL4598,Q13043,Serine/threonine-protein kinase 4,Kd,10000.0,5.0,CHEMBL1061178
AST-487,CHEMBL574738,CHEMBL5941,Q9P289,Serine/threonine-protein kinase 26,Kd,10000.0,5.0,CHEMBL1063806
AST-487,CHEMBL574738,CHEMBL4849,Q8TDX7,Serine/threonine-protein kinase Nek7,Kd,10000.0,5.0,CHEMBL1063808
AST-487,CHEMBL574738,CHEMBL5364,Q9UBE8,Serine/threonine-protein kinase NLK,Kd,160.0,6.8,CHEMBL1063809
AST-487,CHEMBL574738,CHEMBL260,Q16539,Mitogen-activated protein kinase 14,Kd,73.0,7.14,CHEMBL1061091
AST-487,CHEMBL574738,CHEMBL3961,Q15759,Mitogen-activated protein kinase 11,Kd,430.0,6.37,CHEMBL1062864
AST-487,CHEMBL574738,CHEMBL4674,P53778,Mitogen-activated protein kinase 12,Kd,29.0,7.54,CHEMBL1061183
AST-487,CHEMBL574738,CHEMBL3234,P08631,Tyrosine-protein kinase HCK,Kd,880.0,6.06,CHEMBL1063730
AST-487,CHEMBL574738,CHEMBL1957,P08069,Insulin-like growth factor 1 receptor,Kd,10000.0,5.0,CHEMBL1061075
AST-487,CHEMBL574738,CHEMBL1981,P06213,Insulin receptor,Kd,10000.0,5.0,CHEMBL1060195
AST-487,CHEMBL574738,CHEMBL5483,P14616,Insulin receptor-related protein,Kd,1400.0,5.85,CHEMBL1061175
AST-487,CHEMBL574738,CHEMBL5081,Q9Y616,Interleukin-1 receptor-associated kinase 3,Kd,10000.0,5.0,CHEMBL1062842
AST-487,CHEMBL574738,CHEMBL1862,P00519,Tyrosine-protein kinase ABL1,Kd,23.0,7.64,CHEMBL1060174
AST-487,CHEMBL574738,CHEMBL1862,P00519,Tyrosine-protein kinase ABL1,Kd,6.2,8.21,CHEMBL1062829
AST-487,CHEMBL574738,CHEMBL1862,P00519,Tyrosine-protein kinase ABL1,Kd,8.4,8.08,CHEMBL1062830
AST-487,CHEMBL574738,CHEMBL1862,P00519,Tyrosine-protein kinase ABL1,Kd,2.3,8.64,CHEMBL1051277
AST-487,CHEMBL574738,CHEMBL1862,P00519,Tyrosine-protein kinase ABL1,Kd,5.0,8.3,CHEMBL1061130
AST-487,CHEMBL574738,CHEMBL4014,P42684,Tyrosine-protein kinase ABL2,Kd,3.4,8.47,CHEMBL1061131
AST-487,CHEMBL574738,CHEMBL5903,Q04771,Activin receptor type-1,Kd,10000.0,5.0,CHEMBL1063697
AST-487,CHEMBL574738,CHEMBL2959,Q08881,Tyrosine-protein kinase ITK/TSK,Kd,990.0,6.0,CHEMBL1063712
AST-487,CHEMBL574738,CHEMBL2835,P23458,Tyrosine-protein kinase JAK1,Kd,10000.0,5.0,CHEMBL1057717
AST-487,CHEMBL574738,CHEMBL2971,O60674,Tyrosine-protein kinase JAK2,Kd,910.0,6.04,CHEMBL1063801
AST-487,CHEMBL574738,CHEMBL2148,P52333,Tyrosine-protein kinase JAK3,Kd,260.0,6.59,CHEMBL1051335
AST-487,CHEMBL574738,CHEMBL2637,P53779,Mitogen-activated protein kinase 10,Kd,760.0,6.12,CHEMBL1063713
AST-487,CHEMBL574738,CHEMBL1936,P10721,Mast/stem cell growth factor receptor Kit,Kd,5.4,8.27,CHEMBL1060197
AST-487,CHEMBL574738,CHEMBL1936,P10721,Mast/stem cell growth factor receptor Kit,Kd,360.0,6.44,CHEMBL1060198
AST-487,CHEMBL574738,CHEMBL5659,O14730,Serine/threonine-protein kinase RIO3,Kd,10000.0,5.0,CHEMBL1061924
AST-487,CHEMBL574738,CHEMBL5699,Q9H0K1,Serine/threonine-protein kinase SIK2,Kd,10000.0,5.0,CHEMBL1061982
AST-487,CHEMBL574738,CHEMBL4375,Q96SB4,SRSF protein kinase 1,Kd,10000.0,5.0,CHEMBL1051313
AST-487,CHEMBL574738,CHEMBL5668,P78362,SRSF protein kinase 2,Kd,10000.0,5.0,CHEMBL1061928
AT7519,CHEMBL445813,CHEMBL301,P24941,Cyclin-dependent kinase 2,IC50,47.0,7.33,CHEMBL971698
AT7519,CHEMBL445813,CHEMBL394,,HCT-116,IC50,82.0,7.09,CHEMBL971707
AT7519,CHEMBL445813,CHEMBL614004,,A2780,IC50,350.0,6.46,CHEMBL972617
AT7519,CHEMBL445813,CHEMBL614181,,MRC5,IC50,980.0,6.01,CHEMBL972618
AT7519,CHEMBL445813,CHEMBL614181,,MRC5,IC50,10000.0,5.0,CHEMBL972619
AT7519,CHEMBL445813,CHEMBL1907601,,Cyclin-dependent kinase 4/cyclin D1,IC50,67.0,7.17,CHEMBL971701
AT7519,CHEMBL445813,CHEMBL4722,O14965,Aurora kinase A,IC50,10000.0,5.0,CHEMBL971702
AT7519,CHEMBL445813,CHEMBL1981,P06213,Insulin receptor,IC50,10000.0,5.0,CHEMBL971703
AT7519,CHEMBL445813,CHEMBL3587,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,IC50,10000.0,5.0,CHEMBL971704
AT7519,CHEMBL445813,CHEMBL4766,Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",IC50,10000.0,5.0,CHEMBL971705
AT7519,CHEMBL445813,CHEMBL1862,P00519,Tyrosine-protein kinase ABL1,IC50,10000.0,5.0,CHEMBL971706
